pl_name,st_spectype
Teegarden's Star c,M7.0 V
WASP-107 b,K6
WASP-107 c,K6
WASP-126 b,G2
WASP-126 c,G2
WASP-132 b,K4
WASP-132 c,K4
WASP-148 b,G
WASP-148 c,G
WASP-41 b,
WASP-41 c,
WASP-53 b,
WASP-53 c,
bet Pic b,A5V
bet Pic c,A5V
gam Lib b,K0 III
gam Lib c,K0 III
iot Dra b,K2 III
iot Dra c,K2 III
nu Oph b,K0 III
nu Oph c,K0 III
rho CrB b,G0 V
rho CrB c,G0 V
11 UMi b,K4 III
14 And b,K0 III
17 Sco b,K3 III
1RXS J160929.1-210524 b,K7 V
24 Boo b,G3 IV
2M0437 b,M V
2MASS J01225093-2439505 b,M3.5 V
2MASS J02192210-3925225 b,M6
2MASS J04414489+2301513 b,M8.5
2MASS J12073346-3932539 b,M8
2MASS J22362452+4751425 b,K7 V
4 UMa b,K1 III
51 Peg b,G5V
6 Lyn b,K0 IV
70 Vir b,G5V
8 UMi b,K0
81 Cet b,G5 III
AB Aur b,
AB Pic b,K2 V
BD+03 2562 b,
BD+14 4559 b,K2 V
BD+15 2375 b,G5
BD+15 2940 b,K0
BD+20 274 b,K5 III
BD+20 594 b,G
BD+45 564 b,K1
BD+48 738 b,K0 III
BD+48 740 b,K3 III
BD+49 828 b,K0
BD+55 362 b,K3
BD+60 1417 b,K0
BD+63 1405 b,K0
BD-00 4475 b,G0
BD-10 3166 b,K0 V
BD-13 2130 b,G5 IV/V
BD-17 63 b,K5 V
CD Cet b,M5.0 V
CFBDSIR J145829+101343 b,
CFHTWIR-Oph 98 b,M9-L1
CHXR 73 b,M3.5
CI Tau b,K7
COCONUTS-2 b,M3 V
CT Cha b,K5e
CoRoT-1 b,G0 V
CoRoT-10 b,K1 V
CoRoT-11 b,F6 V
CoRoT-12 b,
CoRoT-13 b,G0 V
CoRoT-14 b,F9 V
CoRoT-16 b,G5 V
CoRoT-17 b,G2 V
CoRoT-18 b,G9 V
CoRoT-19 b,F9 V
CoRoT-21 b,F8 IV
CoRoT-22 b,G3 V
CoRoT-23 b,G0 V
CoRoT-25 b,F9
CoRoT-26 b,G5
CoRoT-27 b,G2
CoRoT-28 b,G8/9 IV
CoRoT-29 b,K0 V
CoRoT-3 b,F3 V
CoRoT-30 b,G3 V
CoRoT-31 b,G2 IV
CoRoT-35 b,F6 V
CoRoT-36 b,F3 V
CoRoT-4 b,
CoRoT-5 b,F9 V
CoRoT-6 b,F9 V
CoRoT-8 b,K1 V
CoRoTID 223977153 b,G0 VI
DENIS-P J082303.1-491201 b,L1.5
DH Tau b,M0.5
DMPP-2 b,F5 V
EPIC 201170410.02,
EPIC 201238110 b,
EPIC 201427007 b,
EPIC 201497682 b,
EPIC 201595106 b,
EPIC 201757695.02,
EPIC 201841433 b,
EPIC 206032309 b,
EPIC 206215704 b,
EPIC 211822797 b,M0
EPIC 211945201 b,G0
EPIC 212424622 b,
EPIC 212499991 b,
EPIC 220492298 b,
EPIC 228836835 b,
EPIC 248847494 b,
FU Tau b,M7.25
G 9-40 b,M2.5 V
GJ 1151 c,M 4.5V
GJ 1214 b,M4 V
GJ 1252 b,M3
GJ 1265 b,M4.5 V
GJ 160.2 b,M0 V
GJ 179 b,M3.5 V
GJ 2056 b,M0V:
GJ 251 b,M3.0 V
GJ 27.1 b,M0.5 V
GJ 3082 b,M4
GJ 3090 b,M2 V
GJ 3222 b,K0V
GJ 328 b,M1
GJ 3341 b,M2.5
GJ 3470 b,M1.5
GJ 3634 b,M2.5
GJ 367 b,M1.0 V
GJ 3779 b,M4.0 V
GJ 393 b,M2.0 V
GJ 3942 b,M0
GJ 422 b,M3.5 V
GJ 4276 b,M4.0
GJ 436 b,M2.5 V
GJ 480 b,M3.5 Ve
GJ 486 b,M3.5 V
GJ 504 b,G0 V
GJ 514 b,M0.5-1.0 V
GJ 536 b,M1 V
GJ 625 b,M2
GJ 649 b,M1.5
GJ 674 b,M2.5
GJ 680 b,K5
GJ 685 b,M0.5
GJ 740 b,M1.0 V
GJ 832 b,M1.5
GJ 9066 c,M5.0 V
GJ 96 b,M2
GJ 9689 b,M0.5
GJ 9714 b,K5V
GPX-1 b,F2
GQ Lup b,K7e V
GSC 06214-00210 b,K7
GU Psc b,M3
Gaia-1 b,
Gaia-2 b,
Gl 378 b,M1
Gl 686 b,M1.0 V
HAT-P-12 b,K4
HAT-P-15 b,G5
HAT-P-18 b,K2
HAT-P-19 b,K1
HAT-P-2 b,F8
HAT-P-20 b,K3
HAT-P-21 b,G3
HAT-P-23 b,G0
HAT-P-25 b,G5
HAT-P-26 b,K1
HAT-P-28 b,G3
HAT-P-31 b,
HAT-P-34 b,
HAT-P-36 b,G5 V
HAT-P-37 b,
HAT-P-38 b,G5
HAT-P-40 b,
HAT-P-42 b,
HAT-P-43 b,F9
HAT-P-45 b,
HAT-P-46 b,
HAT-P-49 b,F
HAT-P-5 b,G
HAT-P-50 b,F5
HAT-P-51 b,G7
HAT-P-52 b,K1
HAT-P-53 b,
HAT-P-54 b,K7
HAT-P-55 b,
HAT-P-56 b,F8
HAT-P-58 b,
HAT-P-59 b,
HAT-P-6 b,
HAT-P-60 b,
HAT-P-61 b,
HAT-P-62 b,
HAT-P-63 b,
HAT-P-64 b,
HAT-P-65 b,G2
HAT-P-66 b,G0
HAT-P-68 b,K
HAT-P-69 b,
HAT-P-70 b,
HAT-P-9 b,F7
HATS-1 b,
HATS-10 b,
HATS-11 b,G0
HATS-12 b,F
HATS-13 b,
HATS-14 b,
HATS-15 b,G9 V
HATS-16 b,G3 V
HATS-17 b,G V
HATS-18 b,G V
HATS-2 b,K
HATS-22 b,K V
HATS-23 b,G V
HATS-24 b,F V
HATS-25 b,G
HATS-26 b,F
HATS-27 b,F
HATS-28 b,G
HATS-29 b,G
HATS-3 b,F
HATS-31 b,
HATS-32 b,
HATS-33 b,
HATS-34 b,
HATS-35 b,
HATS-36 b,G0 V
HATS-38 b,
HATS-39 b,
HATS-4 b,G
HATS-40 b,
HATS-41 b,
HATS-42 b,
HATS-43 b,
HATS-44 b,
HATS-45 b,
HATS-46 b,
HATS-47 b,
HATS-49 b,
HATS-5 b,G
HATS-50 b,
HATS-51 b,
HATS-52 b,
HATS-53 b,
HATS-54 b,G6 V
HATS-55 b,
HATS-56 b,
HATS-57 b,
HATS-6 b,M1 V
HATS-60 b,
HATS-61 b,
HATS-62 b,
HATS-63 b,
HATS-64 b,
HATS-66 b,
HATS-67 b,
HATS-68 b,
HATS-69 b,
HATS-7 b,K2
HATS-70 b,
HATS-71 b,M3 V
HATS-72 b,
HATS-75 b,
HATS-76 b,
HATS-77 b,
HATS-8 b,
HATS-9 b,
HD 100546 b,B9 Vne
HD 100777 b,G8 V
HD 102117 b,G6 V
HD 102195 b,K0 V
HD 102272 b,K0
HD 102843 b,K0 V
HD 103197 b,K1 V(P)
HD 103720 b,K3 V
HD 103891 b,F9
HD 103949 b,K3 V
HD 104067 b,K2 V
HD 10442 b,K0 IV
HD 104985 b,G9 III
HD 105779 b,G2
HD 106252 b,G0
HD 106270 b,G5 IV
HD 10647 b,F9 V
HD 106906 b,F5 V
HD 10697 b,G5 IV
HD 108147 b,F8 V CH+0.4
HD 108863 b,K0
HD 109246 b,G0 V
HD 109286 b,G4 V
HD 10975 b,K0 III
HD 109988 b,
HD 110014 b,K2 III
HD 110537 b,G6/8 V
HD 11112 b,
HD 111591 b,K0 III
HD 111998 b,F5 V
HD 112640 b,K0 III
HD 114082 b,F3 V
HD 114386 b,K3V
HD 114613 b,G4 IV
HD 11505 b,
HD 115954 b,G0 V
HD 117207 b,G8 IV/V
HD 11755 b,G5
HD 117618 b,G2 V
HD 118203 b,K0
HD 11977 b,G8 III/IV
HD 120084 b,G7 III
HD 121504 b,G2 V
HD 122562 c,
HD 124330 b,G4 IV
HD 12484 b,F8
HD 125271 b,
HD 125390 b,G7 V
HD 125595 b,K4 V
HD 12648 b,G5
HD 126525 b,G4 V
HD 127506 b,K3V
HD 128356 b,K3 V
HD 129445 b,G6 V
HD 130322 b,K0 V
HD 131496 b,K0
HD 13167 b,G3 V
HD 13189 b,K2
HD 132406 b,G0
HD 135872 b,
HD 136118 b,
HD 136418 b,G5
HD 136925 b,
HD 13724 c,
HD 137388 b,K2 IV
HD 13931 b,G0
HD 139357 b,K0
HD 1397 b,G5 III/IV
HD 14067 b,G9 III
HD 141004 b,G0Vvar
HD 141937 b,G2/G3 V
HD 142415 b,G1 V
HD 143105 b,F5
HD 143361 b,G6 V
HD 144899 b,
HD 145377 b,G3 V
HD 145457 b,K0
HD 145934 b,K0
HD 14787 b,G5
HD 148156 b,G0/2 V
HD 148427 b,K0 III/IV
HD 149026 b,G0
HD 149143 b,G0
HD 149806 b,K0V
HD 150010 b,K2 III
HD 1502 b,K0
HD 150706 b,G0 V
HD 152079 b,G6 V
HD 152581 b,K0
HD 153950 b,F8 V
HD 154088 b,K0 IV-V
HD 154345 b,G8V
HD 154672 b,G3 IV
HD 155193 b,F8 IV
HD 156411 b,F8 IV/V
HD 158038 b,K0
HD 158996 b,K5 III
HD 161178 b,G9 III
HD 16175 b,G0
HD 162020 b,K3 V
HD 164604 b,K3.5 V
HD 165155 b,G8 V
HD 1666 b,F7 V
HD 166724 b,K0 IV-V
HD 167042 b,K1 IV
HD 167768 b,G8 III
HD 168009 b,G2V
HD 168746 b,G5
HD 168863 b,
HD 1690 b,K1 III
HD 16905 b,
HD 17092 b,K0 III
HD 171028 b,G0
HD 171238 b,G8 V
HD 17156 b,G5
HD 173416 b,G8
HD 174205 b,K2
HD 175167 b,G5 IV/V
HD 175541 b,G8 IV
HD 175607 b,G6 V
HD 17674 b,G0 V
HD 177565 b,G8V
HD 179079 b,G5 IV
HD 179949 b,F8 V
HD 180053 b,K0
HD 18015 b,G6 IV
HD 180314 b,K0
HD 181234 b,G5
HD 181342 b,K0 III
HD 181720 b,G1 V
HD 183579 b,G2 V
HD 187085 b,G0 V
HD 18742 b,G8/K0 IV
HD 188641 b,
HD 190007 b,K3/4V
HD 190228 b,
HD 190647 b,G5 V
HD 190984 b,F8 V
HD 191806 b,K0
HD 192263 b,K2 V
HD 192699 b,G8 IV
HD 194490 b,
HD 19615 b,K0
HD 199509 b,G3V
HD 203030 b,G8 V
HD 20329 b,
HD 203473 b,G5
HD 2039 b,G2/G3 IV/V
HD 205158 b,
HD 205739 b,F7 V
HD 206255 b,G5 IV/V
HD 206610 b,K0 III
HD 207897 b,K0 V
HD 208487 b,G2 V
HD 208527 b,M1 III
HD 20868 b,K3/4 IV
HD 208897 b,K0
HD 209458 b,G0 V
HD 210193 b,G3 V
HD 210277 b,G0 V
HD 210702 b,K1 III
HD 211403 b,F7 V
HD 211810 b,G5
HD 211970 b,K7 V
HD 212771 b,G8 IV
HD 213472 b,
HD 213519 b,
HD 21411 b,G8 V
HD 216435 b,G0 V
HD 216437 b,G2/3IV
HD 216536 b,K0
HD 216770 b,G9 V CN+1
HD 217850 b,G8 V
HD 217958 b,
HD 218566 b,K3V
HD 219077 b,G8 V
HD 219139 b,G5 III
HD 219415 b,K0 III
HD 219666 b,
HD 220074 b,M2 III
HD 220197 b,G5
HD 220689 b,G3 V
HD 220773 b,F9
HD 221287 b,F7 V
HD 221416 b,K0 IV/V
HD 221420 b,G2 V
HD 221585 b,G8 IV
HD 222076 b,K0 III
HD 222155 b,G2 V
HD 224538 b,F9 IV/V
HD 224693 b,G2 V
HD 22496 b,K5/M0V
HD 22532 b,G8 III/IV
HD 22781 b,K1
HD 23079 b,F9.5 V
HD 23127 b,G2 V
HD 231701 b,F8 V
HD 233604 b,K5
HD 238090 b,M0.0 V
HD 238914 b,K7
HD 240210 b,K3 III
HD 240237 b,K2 III
HD 24064 b,K0
HD 24085 b,G0 V
HD 25015 b,K1 V
HD 25723 b,K1 III
HD 26161 b,
HD 2685 b,
HD 27631 b,G3 IV-V
HD 27969 b,G0 V
HD 28192 b,
HD 285507 b,K4.5 V
HD 285968 b,M2 V
HD 28678 b,G8 IV
HD 29021 b,G5
HD 290327 b,G8 V
HD 29399 b,K1 III
HD 2952 b,K0 III
HD 29985 b,
HD 30562 b,F8 V
HD 30669 b,G9 V
HD 31253 b,F8
HD 32518 b,K1 III
HD 32963 b,G5
HD 330075 b,K1
HD 331093 b,K0
HD 332231 b,F8
HD 33564 b,F6 V
HD 35759 b,G0
HD 360 b,G8 III
HD 3651 b,K0 V
HD 3765 b,K2V
HD 38283 b,F9.5 V
HD 38801 b,K0
HD 39855 b,G8 V
HD 40956 b,K0
HD 42012 b,K0
HD 4208 b,G7 V Fe-1 CH-0.5
HD 42618 b,G4 V
HD 4308 b,G5V
HD 4313 b,G5
HD 44219 b,G2 V
HD 45350 b,G5 V
HD 45652 b,G8/K0
HD 457 b,
HD 47536 b,K1 III
HD 4760 b,K2
HD 48265 b,G5 IV/V
HD 4917 b,K0 III/IV
HD 49674 b,G5 V
HD 50554 b,F8 V
HD 52265 b,G0V
HD 55696 b,G0 V
HD 5583 b,
HD 5608 b,K0
HD 564 b,G2/G3 V
HD 56414 b,
HD 56957 b,
HD 5891 b,G5
HD 60292 b,K0 III
HD 62509 b,K0IIIvar
HD 62549 b,
HD 63454 b,K4 V
HD 63765 b,G9 V
HD 64114 b,G7 V
HD 64121 b,G8/K0 III
HD 6434 b,G2/3 V
HD 66141 b,K2 III
HD 6718 b,G5 V
HD 68402 b,G5 IV/V
HD 69123 b,K1 III
HD 70573 b,G1-1.5 V
HD 70642 b,G5
HD 7199 b,K1 IV
HD 72490 b,G5
HD 72892 b,G5 V
HD 73534 b,G5
HD 75898 b,G0
HD 76700 b,G6 V
HD 76920 b,K1 III
HD 77338 b,K0 IV
HD 79181 b,G8 III
HD 80653 b,G2
HD 80869 b,G1 V
HD 80883 b,
HD 80913 b,
HD 81040 b,G2/G3
HD 81688 b,G5
HD 82886 b,G0
HD 8326 b,K2 V
HD 85390 b,K1.5 V
HD 85512 b,K5 V
HD 8574 b,F8
HD 86065 b,
HD 86264 b,F7 V
HD 86950 b,K1 III
HD 87883 b,K0
HD 88072 b,
HD 88133 b,G5
HD 89307 b,G0
HD 89345 b,G5
HD 90156 b,G5V
HD 9174 b,G8 IV
HD 93083 b,K3 V
HD 94834 b,K0
HD 95086 b,A8 III
HD 95127 b,K0
HD 95338 b,K0.5 V
HD 95544 b,G3 V
HD 95872 b,K0 V
HD 96063 b,G6 V
HD 96127 b,K2 III
HD 96992 b,K0
HD 97037 b,
HD 97048 b,Be9.5/AO
HD 97658 b,K1 V
HD 98219 b,K0 III/IV
HD 98649 b,G3/G5 V
HD 99109 b,G8/K0 IV
HD 99283 b,K0 III
HIP 105854 b,K2 III
HIP 107772 b,M0 V
HIP 107773 b,K1 III
HIP 109384 b,G5
HIP 114933 b,K0 III
HIP 12961 b,M0
HIP 34222 b,K7 V
HIP 35173 b,K2 V
HIP 35965 b,
HIP 4845 b,K7V
HIP 48714 b,M0.5 Ve
HIP 55507 b,M0
HIP 56640 b,K1 III
HIP 5763 b,K6 V
HIP 63242 b,G8
HIP 65426 b,A2 V
HIP 65891 b,K0 III
HIP 67522 b,G1 V
HIP 67537 b,K1 III
HIP 71135 b,M1
HIP 74890 b,K1 III
HIP 75092 b,K0 III
HIP 78530 b,B9 V
HIP 79431 b,M3 V
HIP 86221 b,K5 V
HIP 90988 b,K1 III
HIP 91258 b,G5 V
HIP 948 b,
HIP 97233 b,K0
HN Peg b,G0 V
HR 2562 b,F5 V
HR 810 b,G0V
IC 4651 9122 b,
K2-10 b,F9
K2-100 b,G0 V
K2-101 b,K3
K2-102 b,K5
K2-104 b,M2.5e
K2-105 b,K1
K2-107 b,F9 IV
K2-108 b,
K2-11 b,G8
K2-110 b,K3 V
K2-113 b,G
K2-114 b,
K2-115 b,G4
K2-116 b,
K2-118 b,
K2-119 b,
K2-12 b,F9
K2-120 b,
K2-121 b,
K2-123 b,
K2-124 b,
K2-125 b,
K2-126 b,
K2-127 b,
K2-128 b,
K2-129 b,
K2-13 b,G3
K2-130 b,
K2-131 b,
K2-132 b,
K2-137 b,M3 V
K2-139 b,K0 V
K2-14 b,M0
K2-140 b,G6 V
K2-147 b,
K2-149 b,M1.0 V
K2-15 b,G8
K2-150 b,M2.5 V
K2-152 b,M0.0 V
K2-153 b,M3.0 V
K2-156 b,
K2-157 b,
K2-159 b,
K2-160 b,
K2-161 b,
K2-162 b,
K2-163 b,
K2-164 b,
K2-167 b,F7 V
K2-169 b,
K2-17 b,K7
K2-171 b,
K2-173 b,
K2-174 b,
K2-175 b,
K2-176 b,
K2-177 b,
K2-178 b,
K2-179 b,
K2-180 b,K2 V
K2-181 b,
K2-182 b,
K2-184 b,
K2-186 b,
K2-191 b,
K2-192 b,
K2-193 b,
K2-194 b,
K2-196 b,
K2-197 b,
K2-200 b,
K2-202 b,
K2-203 b,
K2-204 b,
K2-205 b,
K2-206 b,
K2-207 b,
K2-208 b,
K2-209 b,
K2-210 b,
K2-211 b,
K2-212 b,
K2-213 b,
K2-214 b,
K2-215 b,
K2-216 b,K5 V
K2-217 b,
K2-218 b,
K2-220 b,
K2-221 b,
K2-222 b,
K2-225 b,
K2-226 b,
K2-227 b,
K2-228 b,
K2-230 b,
K2-231 b,
K2-232 b,
K2-237 b,F9 V
K2-238 b,G2 V
K2-241 b,
K2-242 b,
K2-244 b,
K2-245 b,
K2-246 b,
K2-248 b,
K2-249 b,
K2-25 b,M4.5 V
K2-250 b,
K2-251 b,
K2-252 b,
K2-253 b,
K2-255 b,
K2-256 b,
K2-257 b,
K2-258 b,
K2-259 b,
K2-26 b,M1.0 V
K2-260 b,F6 V
K2-261 b,G7 IV/V
K2-263 b,G9 V
K2-269 b,
K2-271 b,
K2-272 b,
K2-273 b,
K2-274 b,
K2-276 b,
K2-277 b,
K2-278 b,
K2-279 b,
K2-28 b,M4
K2-280 b,
K2-281 b,
K2-283 b,
K2-284 b,
K2-286 b,M0 V
K2-287 b,
K2-289 b,
K2-291 b,
K2-292 b,G3 V
K2-293 b,
K2-294 b,
K2-295 b,K5 V
K2-30 b,G6 V
K2-308 b,
K2-315 b,M(3.5+/-0.5) V
K2-317 b,
K2-318 b,
K2-319 b,
K2-320 b,
K2-321 b,
K2-322 b,
K2-323 b,
K2-324 b,
K2-325 b,
K2-326 b,
K2-329 b,
K2-33 b,M3.3
K2-330 b,
K2-332 b,
K2-333 b,
K2-334 b,
K2-335 b,
K2-336 b,
K2-337 b,
K2-338 b,
K2-339 b,
K2-34 b,F
K2-340 b,
K2-341 b,
K2-342 b,
K2-344 b,
K2-345 b,
K2-346 b,
K2-347 b,
K2-349 b,
K2-351 b,
K2-353 b,
K2-354 b,
K2-355 b,
K2-356 b,
K2-357 b,
K2-358 b,
K2-365 b,
K2-366 b,
K2-367 b,
K2-369 b,
K2-370 b,G8
K2-371 b,
K2-372 b,
K2-373 b,
K2-375 b,
K2-376 b,G1
K2-377 b,
K2-378 b,
K2-379 b,
K2-380 b,
K2-382 b,
K2-383 b,
K2-385 b,
K2-386 b,
K2-387 b,
K2-388 b,G8
K2-39 b,
K2-390 b,G4
K2-391 b,G7
K2-392 b,G3
K2-393 b,
K2-394 b,
K2-397 b,G7
K2-399 b,F9
K2-4 b,
K2-400 b,M3
K2-401 b,K7
K2-402 b,G2
K2-403 b,G4
K2-404 b,M1
K2-405 b,K0
K2-406 b,G4
K2-408 b,G7
K2-409 b,G4
K2-411 b,
K2-412 b,
K2-42 b,
K2-44 b,
K2-45 b,
K2-46 b,
K2-47 b,
K2-48 b,
K2-49 b,
K2-52 b,
K2-53 b,
K2-54 b,
K2-55 b,
K2-57 b,
K2-6 b,
K2-60 b,G4 V
K2-61 b,
K2-64 b,
K2-65 b,
K2-66 b,
K2-68 b,
K2-69 b,
K2-7 b,
K2-70 b,
K2-71 b,
K2-73 b,
K2-74 b,
K2-77 b,
K2-79 b,
K2-81 b,
K2-85 b,
K2-86 b,
K2-87 b,
K2-88 b,
K2-89 b,
K2-9 b,M2.5 V
K2-91 b,
K2-95 b,M3.0
K2-97 b,
K2-98 b,F8 V
K2-99 b,G0 IV
KELT-1 b,
KELT-10 b,G0 V
KELT-11 b,G8/K0 IV
KELT-12 b,
KELT-14 b,G4
KELT-17 b,A
KELT-20 b,A2 V
KELT-21 b,A8 V
KELT-24 b,F7
KELT-7 b,F
KELT-8 b,G2 V
KIC 10068024 b,
KIC 10525077 b,
KIC 3526061 b,
KIC 3558849 b,
KIC 5479689 b,
KIC 7917485 b,A
KIC 8121913 b,
KMT-2016-BLG-0212L b,
KMT-2016-BLG-1107L b,
KMT-2016-BLG-1397L b,
KMT-2016-BLG-1820L b,
KMT-2016-BLG-1836L b,
KMT-2016-BLG-2142L b,
KMT-2016-BLG-2364L b,
KMT-2016-BLG-2397L b,
KMT-2016-BLG-2605L b,
KMT-2017-BLG-0165L b,
KMT-2017-BLG-0673L b,
KMT-2017-BLG-1038L b,
KMT-2017-BLG-1146L b,
KMT-2017-BLG-2509L b,
KMT-2018-BLG-0029L b,
KMT-2018-BLG-0748L b,
KMT-2018-BLG-1025L b,
KMT-2018-BLG-1292L b,
KMT-2018-BLG-1743L b,
KMT-2018-BLG-1976L b,
KMT-2018-BLG-1988L b,
KMT-2018-BLG-1990L b,M
KMT-2018-BLG-1996L b,
KMT-2019-BLG-0371L b,
KMT-2019-BLG-0414L b,
KMT-2019-BLG-0842L b,
KMT-2019-BLG-1339L b,
KMT-2019-BLG-1715L b,
KMT-2019-BLG-1953L b,
KMT-2021-BLG-0119L b,
KMT-2021-BLG-0171L b,
KMT-2021-BLG-0192L b,
KMT-2021-BLG-0240L b,
KMT-2021-BLG-0320L b,
KMT-2021-BLG-0912L b,K
KMT-2021-BLG-1303L b,
KMT-2021-BLG-1554L b,
KMT-2021-BLG-1689L b,
KMT-2021-BLG-1898L b,
KMT-2021-BLG-2294L b,
KOI-217 b,
KOI-3680 b,
KOI-4777.01,
KOI-7368 b,
KPS-1 b,K1 V
Kapteyn c,M2.0V
Kepler-1000 b,
Kepler-1002 b,
Kepler-1003 b,
Kepler-1004 b,
Kepler-1005 b,
Kepler-1006 b,
Kepler-1007 b,
Kepler-1009 b,
Kepler-1010 b,
Kepler-1011 b,
Kepler-1012 b,
Kepler-1013 b,
Kepler-1014 b,
Kepler-1015 b,
Kepler-1017 b,
Kepler-1018 b,
Kepler-1019 b,
Kepler-1020 b,
Kepler-1021 b,
Kepler-1022 b,
Kepler-1023 b,
Kepler-1024 b,
Kepler-1025 b,
Kepler-1026 b,
Kepler-1028 b,
Kepler-1029 b,
Kepler-1030 b,
Kepler-1031 b,
Kepler-1032 b,
Kepler-1033 b,
Kepler-1034 b,
Kepler-1035 b,
Kepler-1036 b,
Kepler-1037 b,
Kepler-1039 b,
Kepler-1040 b,
Kepler-1041 b,
Kepler-1042 b,
Kepler-1043 b,
Kepler-1044 b,
Kepler-1045 b,
Kepler-1046 b,
Kepler-1048 b,
Kepler-1049 b,
Kepler-1051 b,
Kepler-1052 b,
Kepler-1053 b,
Kepler-1054 b,
Kepler-1055 b,
Kepler-1056 b,
Kepler-1057 b,
Kepler-1058 b,
Kepler-1059 b,
Kepler-1060 b,
Kepler-1061 b,
Kepler-1062 b,
Kepler-1064 b,
Kepler-1066 b,
Kepler-1068 b,
Kepler-1069 b,
Kepler-1070 b,
Kepler-1071 b,
Kepler-1072 b,
Kepler-1074 b,
Kepler-1075 b,
Kepler-1076 b,
Kepler-1077 b,
Kepler-1078 b,
Kepler-1079 b,
Kepler-1080 b,
Kepler-1081 b,
Kepler-1082 b,
Kepler-1083 b,
Kepler-1084 b,
Kepler-1087 b,
Kepler-1088 b,
Kepler-1089 b,
Kepler-1091 b,
Kepler-1092 b,
Kepler-1094 b,
Kepler-1095 b,
Kepler-1096 b,
Kepler-1097 b,
Kepler-1098 b,
Kepler-1099 b,
Kepler-1100 b,
Kepler-1101 b,
Kepler-1102 b,
Kepler-1103 b,
Kepler-1104 b,
Kepler-1105 b,
Kepler-1106 b,
Kepler-1107 b,
Kepler-1108 b,
Kepler-1109 b,
Kepler-1110 b,
Kepler-1111 b,
Kepler-1112 b,
Kepler-1113 b,
Kepler-1114 b,
Kepler-1115 b,
Kepler-1116 b,
Kepler-1117 b,
Kepler-1118 b,
Kepler-1119 b,
Kepler-1120 b,
Kepler-1121 b,
Kepler-1122 b,
Kepler-1123 b,
Kepler-1124 b,
Kepler-1125 b,
Kepler-1126 b,
Kepler-1127 b,
Kepler-1128 b,
Kepler-1131 b,
Kepler-1132 b,
Kepler-1133 b,
Kepler-1134 b,
Kepler-1135 b,
Kepler-1136 b,
Kepler-1137 b,
Kepler-1138 b,
Kepler-1139 b,
Kepler-1140 b,
Kepler-1141 b,
Kepler-1142 b,
Kepler-1144 b,
Kepler-1145 b,
Kepler-1146 b,
Kepler-1147 b,
Kepler-1148 b,
Kepler-1149 b,
Kepler-1151 b,
Kepler-1152 b,
Kepler-1153 b,
Kepler-1155 b,
Kepler-1156 b,
Kepler-1157 b,
Kepler-1158 b,
Kepler-1159 b,
Kepler-1160 b,
Kepler-1161 b,
Kepler-1162 b,
Kepler-1163 b,
Kepler-1164 b,
Kepler-1166 b,
Kepler-1167 b,
Kepler-1168 b,
Kepler-1169 b,
Kepler-1170 b,
Kepler-1171 b,
Kepler-1172 b,
Kepler-1173 b,
Kepler-1174 b,
Kepler-1175 b,
Kepler-1176 b,
Kepler-1177 b,
Kepler-1178 b,
Kepler-1179 b,
Kepler-1180 b,
Kepler-1181 b,
Kepler-1182 b,
Kepler-1183 b,
Kepler-1184 b,
Kepler-1185 b,
Kepler-1186 b,
Kepler-1187 b,
Kepler-1188 b,
Kepler-1189 b,
Kepler-1190 b,
Kepler-1191 b,
Kepler-1192 b,
Kepler-1193 b,
Kepler-1194 b,
Kepler-1195 b,
Kepler-1196 b,
Kepler-1197 b,
Kepler-1198 b,
Kepler-1199 b,
Kepler-12 b,
Kepler-1200 b,
Kepler-1201 b,
Kepler-1202 b,
Kepler-1203 b,
Kepler-1204 b,
Kepler-1205 b,
Kepler-1206 b,
Kepler-1207 b,
Kepler-1208 b,
Kepler-1209 b,
Kepler-1210 b,
Kepler-1211 b,
Kepler-1212 b,
Kepler-1213 b,
Kepler-1214 b,
Kepler-1215 b,
Kepler-1216 b,
Kepler-1217 b,
Kepler-1218 b,
Kepler-1219 b,
Kepler-1220 b,
Kepler-1221 b,
Kepler-1222 b,
Kepler-1223 b,
Kepler-1224 b,
Kepler-1225 b,
Kepler-1226 b,
Kepler-1227 b,
Kepler-1228 b,
Kepler-1229 b,
Kepler-1230 b,
Kepler-1231 b,
Kepler-1232 b,
Kepler-1233 b,
Kepler-1234 b,
Kepler-1235 b,
Kepler-1236 b,
Kepler-1237 b,
Kepler-1238 b,
Kepler-1239 b,
Kepler-1240 b,
Kepler-1241 b,
Kepler-1242 b,
Kepler-1243 b,
Kepler-1244 b,
Kepler-1246 b,
Kepler-1247 b,
Kepler-1248 b,
Kepler-1249 b,
Kepler-1250 b,
Kepler-1251 b,
Kepler-1252 b,
Kepler-1253 b,
Kepler-1255 b,
Kepler-1256 b,
Kepler-1257 b,
Kepler-1258 b,
Kepler-1259 b,
Kepler-1260 b,
Kepler-1261 b,
Kepler-1262 b,
Kepler-1263 b,
Kepler-1264 b,
Kepler-1265 b,
Kepler-1267 b,
Kepler-1268 b,
Kepler-1269 b,
Kepler-1270 b,
Kepler-1271 b,
Kepler-1272 b,
Kepler-1273 b,
Kepler-1274 b,
Kepler-1275 b,
Kepler-1276 b,
Kepler-1277 b,
Kepler-1278 b,
Kepler-1279 b,
Kepler-1280 b,
Kepler-1281 b,
Kepler-1282 b,
Kepler-1283 b,
Kepler-1284 b,
Kepler-1285 b,
Kepler-1286 b,
